text,text_clean,language,label,confidence
AI hasn’t replaced their scam call centres yet.,AI hasn t replaced their scam call centres yet.,en,Negatif,0.7617
ANN and ARN's Baby!,ANN and ARN's Baby!,en,Positif,0.5422
"I dont think so. One man who can perfected the job can be downloaded into AI program alone. This is like Amazon job, they want to monitor these kind of ppol how productive they work🤨","I dont think so. One man who can perfected the job can be downloaded into AI program alone. This is like Amazon job, they want to monitor these kind of ppol how productive they work",en,Netral,0.381
"this is fine, they can always work on the call center.","this is fine, they can always work on the call center.",en,Netral,0.6122
So sad but there's no way.,So sad but there's no way.,en,Negatif,0.9014
no worry they will be robot engineers,no worry they will be robot engineers,en,Netral,0.5766
Almost everyone is training AI one way or another.,Almost everyone is training AI one way or another.,en,Netral,0.7019
How do you know this is google?,How do you know this is google?,en,Netral,0.574
The world is doomed,The world is doomed,en,Negatif,0.9487
and it continues,and it continues,en,Negatif,0.4524
thats ok AI doesn't need to wash hands. im sure they dont either,thats ok AI doesn't need to wash hands. im sure they dont either,en,Negatif,0.4863
Stop scaring ppl of modern technology to get views it’s more innovative then scary smh,Stop scaring ppl of modern technology to get views it s more innovative then scary smh,en,Negatif,0.9174
so what they can do somthing else,so what they can do somthing else,en,Netral,0.6654
"AI is evil, 💯","AI is evil,",en,Negatif,0.952
"so in the future, when AI does the opposite of what you requested, a you ask ""why did you do that"", their reply would be ""yes sir, I did what you asked"" 🤦‍♂️","so in the future, when AI does the opposite of what you requested, a you ask ""why did you do that"", their reply would be ""yes sir, I did what you asked""",en,Netral,0.6301
is this in Canada?,is this in Canada?,en,Netral,0.8055
then you will rely on the government. it is NOT a good thing,then you will rely on the government. it is NOT a good thing,en,Negatif,0.9309
That’s me without a job then 😏,That s me without a job then,en,Negatif,0.7418
Near future nobody will have a job,Near future nobody will have a job,en,Negatif,0.507
I love it!,I love it!,sl,Positif,0.9872
"Why teach the AI the crappy human way of doing the task? Give it a simulation and goal to produce a robot that produces the finished product, then build the real thing, feed results back in until it builds a robot that produces the correct result.","Why teach the AI the crappy human way of doing the task? Give it a simulation and goal to produce a robot that produces the finished product, then build the real thing, feed results back in until it builds a robot that produces the correct result.",en,Negatif,0.5418
No this is not AI training 😂,No this is not AI training,en,Negatif,0.5565
Wow,Wow,pl,Positif,0.5942
"I don’t think there doing it voluntarily. They know what it’s for, that they have a job now but that future is grim","I don t think there doing it voluntarily. They know what it s for, that they have a job now but that future is grim",en,Negatif,0.9006
we're in the last days now smh 🤦 😪 😔 😒 😑 😕 🤦 😪 😔,we're in the last days now smh,en,Negatif,0.9462
These guys don’t realise that they are about to loose their job,These guys don t realise that they are about to loose their job,en,Negatif,0.9116
it is like teaching AI so that your employer can replace you.,it is like teaching AI so that your employer can replace you.,en,Netral,0.571
And they either dont know or just have to cooperate,And they either dont know or just have to cooperate,en,Negatif,0.7553
We all do,We all do,it,Netral,0.6935
THE PRICE OF GOODS WILL DROP 🥰 Just look at the car industry 👌👌,THE PRICE OF GOODS WILL DROP Just look at the car industry,en,Netral,0.5123
That’s a smart idea. If it’s a natural thing to think by a smart person it shouldn’t be considered terrifying ✌,That s a smart idea. If it s a natural thing to think by a smart person it shouldn t be considered terrifying,en,Positif,0.398
ohhh 😂not a good choice to record,ohhh not a good choice to record,en,Negatif,0.8603
Will the ai smell as well,Will the ai smell as well,en,Netral,0.6836
AI robotics training specialists. 😎,AI robotics training specialists.,en,Netral,0.8041
They don’t know what they doing,They don t know what they doing,en,Negatif,0.7385
No they are Content Creator making Content for there Channel 😂😂😂,No they are Content Creator making Content for there Channel,en,Netral,0.7975
"Ai is a big bubble, you need constant electricity and when the workforce has disappeared and their skills are gone, no one can replace the AI machine","Ai is a big bubble, you need constant electricity and when the workforce has disappeared and their skills are gone, no one can replace the AI machine",en,Negatif,0.8562
😂😂😂😂😂😂😂Gratis,Gratis,en,Netral,0.467
"no one will left buying their products, thats the future","no one will left buying their products, thats the future",en,Netral,0.6154
Why they don’t want to do it,Why they don t want to do it,en,Negatif,0.7864
Look i get that the transition between workers and ai will be hard but the concept of ai working for us is great however theres some jobs that just shouldnt be replaced some of them jobs art related ect..,Look i get that the transition between workers and ai will be hard but the concept of ai working for us is great however theres some jobs that just shouldnt be replaced some of them jobs art related ect..,en,Negatif,0.4253
